"x" "y"
"Robert Baratheon" -63.8514702908122 -48.0386202083914
"Robert's squires_9.21" 2.68593932458521 -396.232622108196
"Robett Glover" 455.590186867721 547.425350407726
"Robin Ryger" -577.274710892843 25.6948675664435
"Rodrik Cassel" -113.066344389957 267.759646204526
"Roose Bolton" 37.9808478451953 436.344348738248
"Rorge" 342.384988939888 469.618599238339
"Rymund the Rhymer" -574.071960951468 -476.649914983484
"Sailor_21.24" 648.658716667026 463.619657481512
"Sailors_30.15" -155.615635277779 704.112469429302
"Sailors_43.13" 177.431991959275 126.966944088499
"Salladhor Saan" -555.358244627347 -426.370364227814
"Salloreon" 518.707352379058 8.07325063493488
"Samwell Tarly" -176.95060155392 -466.201831493123
"Sandor Clegane" 52.0149764216405 -12.7211038442578
"Sansa Stark" 229.252882677385 -73.9897089317533
"Sealord_16.15" 727.932390215959 -63.9852712813929
"Sellswords_10.5" -88.6557198367823 327.303663766101
"Selyse Florent" -713.076850073716 -180.401602197724
"Septa Eglantine" 485.833519647464 245.524487537012
"Septa Mordane" 228.391041026494 7.28690895645002
"Septon Barre" -18.8763544473937 -805.553669926702
"Septon Cellador" -219.18930078076 -339.8366462606
"Septon Chayle" -180.59903482047 -38.2873403951691
"Septon_13.24" -47.4737289239324 381.106514574725
"Servant_2.24" -274.91888309399 -232.549911314814
"Servant_3.6" 145.868767537025 -353.102688126647
"Servant_37.22" 261.198798759296 229.012895622186
"Servant_37.8" -406.005572361177 588.143017686354
"Servant_44.9" 505.097310961516 -254.33452830889
"Servant_46.13" 685.905057651916 -176.712560475613
"Servant_6.12" 171.918267060201 -538.937332586292
"Servant_7.14" 593.88535100296 467.972124213594
"Servant_8.8" -10.5912412657154 -572.921499763719
"Servants_35.5" -252.434508505556 371.042906090142
"Servants_4.7" -247.39361693116 -175.096235451321
"Servants_50.5" 405.097954458624 127.711344099687
"Shae" 193.599458330004 336.158313899181
"Shagga" 124.868651254755 387.316764668061
"Shaggydog" -123.586744197386 31.761834324293
"Shagwell the Fool" 312.825206147633 622.060468196112
"Shireen Baratheon" -664.067959304134 -347.115804703334
"Shitmouth" 608.656934065907 517.718266627914
"Silent sisters_43.11" -703.821425243132 73.0573599449388
"Silent Sisters_55.4" 568.682268130957 161.732786277675
"Slaves_1.26" 712.544265497631 -115.479859555324
"Slaves_22.19" 150.547875784709 -803.617044897595
"Slaves_38.9" 702.260682352534 147.563619398055
"Slaves_46.21" 333.903855761798 -486.551331798963
"Soldier_36.23" -497.933162345152 -78.2825756629391
"Soldier_8.10" 307.149164584863 -391.227230366301
"Soldier_8.8" 162.836183893111 -402.975330542868
"Soldiers_13.12" 215.314616265851 -374.735688451777
"Soldiers_16.8" 177.338025294328 -294.28432890931
"Soldiers_18.6" -188.745418004688 356.008547530851
"Soldiers_4.11" -52.2628955029356 147.369819395142
"Soldiers_4.15" -87.2992948616111 -5.64534373791355
"Soldiers_40.22" -577.183602561178 -153.863693465543
"Soldiers_47.19" 516.677460749547 468.675807557503
"Sorrowful Man_51.17" -551.395211366555 -520.574390643642
"Sorrowful Man_51.19" 786.040680818981 -287.702578810391
"Squire Dalbridge" -384.493831088272 -316.04572923637
"Stableboy_16.21" 714.615348793054 -8.25871044385747
"Stableboy_54.13" 779.777180933631 231.458012325601
"Stablehands_11.13" -717.104099999999 -27.4803782327473
"Staff_39.18" 554.174351729851 552.764183821299
"Staff_39.19" 405.986771109021 556.912150550307
"Staff_42.20" 613.892225636744 244.219345850729
"Staff_42.24" 623.739483789828 34.0968885260539
"Stannis Baratheon" -491.768512457994 -194.76120241354
"Stannis's fleet_52.8" -281.739649635806 -274.078186938958
"Stannis's host_44.11" -553.019961336815 -318.020520932717
"Stannis's men_39.5" -495.564379055179 -143.428543308709
"Stannis's men_52.17" 434.76167058231 77.9319766848679
"Stannis's men_53.11" 482.37960304402 104.748152087898
"Stannis's men_53.14" 538.684143680059 262.152546120254
"Stannis's shadow_40.18" -328.841965440287 -180.60979386752
"Stannis's shadow_44.23" -610.949043609784 -341.142412946891
"Stark man_28.1" 368.517321794882 -333.282696162098
"Stark men_12.26" 104.415899962466 -381.505780220194
"Stark men_12.3" -407.791047328495 111.814118860762
"Stark men_17.18" -228.534033943043 417.059290115072
"Stark men_17.22" -520.786128593506 264.112537816378
"Stark men_19.28" -332.070798714518 506.558599793524
"Stark men_21.12" 104.116407467949 579.10576755053
"Stark men_21.16" -135.768902307731 219.695470482151
"Stark men_23.13" -446.693338283073 55.6579930167705
"Stark men_23.17" -308.429282480598 460.610724102957
"Stark men_23.3" -452.570463175495 -25.2020565318387
"Stark men_28.15" -374.83934793166 -4.55313288816512
"Stark men_36.13" -567.969794396498 76.4612933294311
"Stark men_36.14" -277.627608044408 -106.571917754777
"Stark men_39.4" -385.539714402461 -165.41354363913
"Stark men_40.14" -671.835709161949 244.109762515749
"Stark men_40.23" -606.334210360923 -116.843467909152
"Stark men_43.4" -557.142652928017 -20.384422292766
"Stark soldier_5.13" -140.23143555938 589.23972603617
"Stark soldiers_1.10" -114.349161033143 -10.7748038150061
"Stark soldiers_7.25" -81.2625866387768 121.658377342048
"Stark staff_47.8" -472.469546144585 133.598735854838
"Stevron Frey" -174.801993259916 507.101558135018
"Stiv" -304.499257552535 1.84622554134671
"Stonesnake" -433.707346854109 -323.0473293416
"Street merchant_21.23" 625.430058758882 -29.1841482583538
"Strong Belwas" 758.265597994058 -326.467962726343
"Stygg" -470.076129521729 331.049930489072
"Summer" -219.705250771316 -8.58099961536811
"Symon Silver Tongue" 193.987624989565 516.756708280129
"Syrio Forel" 572.025601403093 -59.9820503878937
"Tanda Stokeworth" 219.21300786116 120.965010664961
"Tarly's master-at-arm_8.19" -355.814839946561 -590.162050022834
"The Tickler" 308.390289562145 518.517099973253
"Theon Greyjoy" -225.228117336889 280.029538055601
"Thoren Smallwood" -263.658899966765 -532.924165829251
"Thoros of Myr" 90.0984893912067 -331.831496140287
"Brynden Rivers" -75.3355034139358 80.5779350579683
"Timett" 255.600590528436 279.081013041345
"Tobho Mott" 473.091436547369 -138.229218230566
"Todder Toad" -114.625094361425 -245.43976150854
"Tommen Baratheon" 146.368850861204 90.8642352125648
"Torrek" 39.4337903185999 542.246058663218
"Torrhen Karstark" -529.916711759709 329.729097135888
"Travelers_28.4" 354.621088715912 313.063471885414
"Tully men_13.21" -45.3951456286467 423.692931881438
"Tully men_23.15" -299.435982645216 -677.847543007358
"Tully men_43.4" -561.02696119025 -69.4818396973361
"Tully men_46.4" -543.272044848579 -114.597101208724
"Tully men_46.7.1" -659.668851051324 -33.0610940082886
"Tully men_46.7.2" -614.030710220042 -63.3167896046793
"Tymor" -415.8579638475 441.837990487481
"Tyrion Lannister" 137.09540103095 238.181295759982
"Tyrion's men_32.9" 510.714352525366 306.557655120969
"Tyrion's men_36.6" 316.027414422351 281.746996414747
"Tyrion's men_36.7" -57.0165120825898 59.4813147408993
"Tyrion's squire_21.10" 132.058967789807 487.002374499607
"Tysha" 484.567936337297 48.3608262404319
"Tytos Brax" -351.428498360184 -647.823750889453
"Tywin Lannister" 302.671248000163 79.0951683690165
"Ulf the Ill" -185.365951399881 395.55172312516
"Urzen" -411.771513922301 514.55443324703
"Utherydes Wayn" -654.646626143253 89.8330435304001
"Vale noblemen_13.21" -79.7810533325621 379.323722881264
"Vardis Egen" -90.5958531346025 429.50476530212
"Vargo Hoat" 352.515247087792 572.708850787721
"Varys's men_27.22" 318.313922713831 173.967219794884
"Vhagar" -178.044684867226 -769.34133604912
"Victarion Greyjoy" -488.791929179145 516.974149950064
"Victim_20.6" 669.585732950634 -441.073272782123
"Villagers_12.4" -301.69766593715 381.432847912963
"Villagers_20.4" 453.461770240014 -650.420334261811
"Villagers_20.9" 595.537684306048 -537.247749227565
"Villagers_33.12" 100.899000026842 -707.243335115826
"Villagers_5.5" -9.6742462825008 -105.624917740544
"Villagers_7.23" -477.382546054655 -589.145500007556
"Visenya Targaryen" -231.02465056412 -756.702877525838
"Viserion" 560.21660161925 -268.194136850524
"Viserys Targaryen" 419.409354196661 -423.718889187964
"Vylarr" 2.37363016363531 88.0301518366372
"Waitress_2.16" -333.480423688715 -288.722803825724
"Walder Frey" -277.251733051288 619.499434824288
"Wallen" -241.590300370721 -52.2909494389679
"Waymar Royce" 181.55476688381 -325.327521042537
"Waynwood men_11.3" -60.1747370247798 336.916680577246
"Weasel" 276.623356810291 375.468014489982
"Weese" 714.162682134674 197.0985118092
"Wendel Manderly" -232.880217196821 48.1642345708105
"Werlag" -450.8966798728 102.063293714213
"Wex Pyke" -421.403047079333 362.971789302171
"Whent men_9.6" 22.2305339668308 264.712054492056
"Whore_21.25" 742.683598279278 90.5763852082387
"Wight_17.21" 822.365763487401 -137.41417655165
"Wildling_48.6" -511.952045421877 -395.751772100969
"Wildlings_55.10" -484.812995918644 -299.641845656497
"Will" -402.068380766579 -608.362625296377
"Will_1.3" 88.4942369205718 -486.743465135184
"Willem Darry" 390.450071393413 -474.860781623261
"Wine merchant_17.28" 598.872384245008 -588.521833331516
"Wizards_46.19" 617.210433909339 -141.047834939595
"Wolf_30.11" 680.439932751953 418.864815142208
"Woman_30.8" 374.01093836099 359.245239246163
"Woman_31.13" 262.815240396375 -670.263751226712
"Woth" 293.750498163453 461.700265785998
"Wylis Manderly" -162.292685155559 340.845330636291
"Wyman Manderly" 352.615555419289 -692.868451566447
"Xaro Xhoan Daxos" 670.727299596404 -274.298495275602
"Ygritte" -456.953096428607 -366.433329993664
"Yoren" 0.954966856269834 178.391494861378
